text,hard_label,model_answer
<user> <user> <user> Black suburban woman here. I'm voting for Trump. Cancel you out. See how that works.,0, 1                    
The fact that Donald Trump thinks he is going to win back suburban women by shitting on someone's recovering addict son should put to bed any takes that he's a secret political genius.,1, 1                    
DeSantis is nothing more than a custodian of the Florida branch of Trump’s crime syndicate.,0, 1                    
"<user> you are going to hell, you know that, right?",1, 1                    
Matt Wieters will return to St. Louis tomorrow as he works back from a broken big toe. Shildt says he’s been able to maintain his COVID testing at home in Atlanta so he won’t have to undergo intake when he arrives.,0, 0                    
OMG! Why would you taunt people in NYC? Play stupid games and you win a beatdown. Totally tone deaf. #BlackLivesMatter,0, 1                    
That there are people in the US seriously considering voting for this buffoon leads me to believe our problems will continue long after Trump is gone. <url>,1, 1                    
I love this fandom so much 🥺💜 #MatchAMillion #BlackLivesMatter <user> <url>,0, 0                    
<user> is a rapist. Say it with me.,1, 1                    
<user> <user> <user> <user> You go grandma! Fight the system!: <url> <url>,0, 0                    
"Cops wanting people to go home then slashing their tyres. Wow, you’re not the smartest are you? 🤦🏼‍♀️ #BlackLivesMatter",0, 1                    
<user> <user> Seriously,0, 0                    
1) we’ve known since fucking April older people and ones with pre-existing health conditions are most vulnerable to #COVID__19 2) <user> dumbass can’t grasp he’s better cuz he got LAST RESORT covid treatment when he felt MILDEST OF SYMPTOMS &amp; PAID $0 cuz he’s President,1, 1                    
Where is this? Looks like aug 22 2019. Was it reported?,0, 0                    
<user> <user> <user> Better find a new job because your polls are shit. <url>,1, 1                    
<user> <url> David Dorn was murdered by one of these people.   I know you don't care because you David Dorn was property to you and not a human being. Big ol hypocrite.,0, 1                    
Bruh a nigga can't go get no food no more without the police killing them???😡🤬😡 What in the entire fuck is going on😨 RIP #Rayshardbrooks #SAYHISNAME #BlackLivesMatter #Fuck12 <url>,1, 1                    
Y’all wanna see something cringe?,0, 0                    
"<user> <user> God has never lost a battle and will never do. Voters should know that, this is a choice between light and darkness, godliness and satanism, it is a choice between God and the literal devil... Joe Biden has since proven himself a bonafide follower of Satan, choose!!",1, 1                    
"Jimmy Kimmel was talking about ""Lou Dobbs"" as Donald Trump calls his 'sniffer' 'Lou Dobbs'  See by your self! <url>",0, 1                    
Recycle much? 😂😂,0, 0                    
<user> I would if I could but I support you a supreme court last Trump to do this and cancel the ballots I am not going to have any trust in this country again it's unfair and uncalled for,0, 1                    
Biden ties COVID-19 to Trump's 'callous' #Obamacare assault: 'A new pre-existing condition' <url> via <user> #Biden2020,0, 0                    
"<user> <user> <user> 208,000 Americans dead ☠️",0, 0                    
"<user> Joe, admit it. You got called out on SEVERAL claims... And you could'nt answer. 1. Hunter taking bribes 2. New green deal 3. Trump being challenged to stop Seattle and Portland riots... When you know federal police were run out of both cities. 4. Obamacare?  5. 47 yrs of NOTHING!",0, 1                    
<user> so if a black cop punches a black woman in the face is he a racist? #blm #georgefloyd #bluelivesmatter <url>,1, 1                    
<user> Donald Trump is the reason for all of the Covid deaths not Governor Como!! Trump is such a liar liar!!,0, 1                    
"<user> <user> <user> The polls are intentional lies, on November 3rd true Americans will vote for #4MoreYears and President Trump will win in a #Trump2020Landslide",0, 1                    
<user> <user> <user> <user> <user> <user> <user> This is a huge concern!!,0, 0                    
<user> <user> <user> This is ridiculous. Trump interrupted constantly and <user> could barely get a word in edgewise. You're making a fool of yourself for an insane bully who lies everytime he opens his mouth and interrupted everyone all night.  Someday you'll be embarrassed by this. <url>,0, 1                    
Ignorant people I can't tolerate,0, 1                    
"32K have died in NY. And they did it RIGHT? Why does garbage like this get posted. Yeah, MY numbers are down ... because everyone died!",0, 1                    
<user> Even the votes of dead people and repeats? Your party is a disgrace,0, 1                    
$500K for bail?? this is bullshit. he took George Floyd's life. im so mad. this is so unfair. #RAISETHEDEGREE,0, 1                    
<user> <user> <user> Sell out your country to China shame on you <url>,0, 1                    
"You can finesse 100k out of a rich woman, but ya mommy still cleaning your room? The whole house some goofies",0, 1                    
<user> George floyd was a criminal eho threatened a pregnant ladys unborn child with a gun and beat her to a bloodied pulp  1 of the arresting officers was a black man it was not racial it was police brutality  Blm is a black radical anti white movement the far left have empowerd,0, 1                    
<user> #LawAndOrder  #BlueLivesMatter  Joe can eat ass!,1, 1                    
<user> Trump<user> a psych nightmare. <url>,0, 1                    
#BlackLivesMatter is.....corrupt. Shocker.,1, 1 
<user> <user> <user> Same here in West Texas.  Too many dummies out there acting like covid-19 is miraculously going away.,0, 1                    
Thank you Tommy for proving to us what we already knew. THE UK IS RACIST anyways #BlackLivesMatterUK #BlackLivesMatter #BLM <url>,1, 1                    
<user> Your pedophile ass got destroyed you lied and said nothing GG,1, 1                    
"Despite roadblocks and regional shutdowns due to the COVID-19 pandemic, we are still welcoming new life every day at Holy Family Hospital! <url>",0, 0                    
Video of Biden being a complete racist #blacklivesmatter... apparently only when you're trying to get into office.     It says a lot about any democrat that votes for this senile slug.,1, 1                    
AND I HAVE FRIENDS WHO WILL STILL SUPPORT THE TRUMPKIN NO MATTER WHAT... y’all are nasty af,1, 1                    
<user> I fought for blacks freedom during my regime You're also fighting 2 pandemics now Wish u all the best #BlackLivesMatter,0, 1                    
"We all bleed the same fucking blood &amp; who tf made ""white"" the correct way to be.. #BlackLivesMatter forever bitch 🖤✊🏾✊🏽✊🏿",1, 1                    
it’s amazing how all professional sports leagues have unlimited covid tests at their disposal and yet every city in the stupid country has a test shortage?? at least we get to watch the boys get the ball i guess??,0, 1                    
<user> China is mocking trump supporters. <url>,0, 1                    
This level of depravity is sickening  and in-humane. White men taunt BLM protesters by reenacting George Floyd's death <url> via <user>,0, 1                    
"Say what you will about all the #coronavirus crap, but at least it shut them up on all that Dilley Dilley shit",0, 1                    
"<user> If we (meaning the current administration) had acted sooner, and with prudential leadership, Covid would have had less effect on such a tremendous economy. Can’t blame that shit on China, Russia, or ANTFA. it’s all on Trump. #Twitterwimp",1, 1                    
"<user> <user> Alternatively, they do care about America, but the participation trophies and double digit IQ leaves them quite gullible.",0, 1                    
To all those who fight for truth and justice stay safe and vigilant.  #ourvoicehaspower #protests2020,0, 0                    
black trans people check this out!!!!,0, 1                    
<user> america deserves trump and the coronavirus.,0, 1                    
<user> <user>             trump: smart? Don’t ever use that word with me! America: ok. Not a word that comes up when we talk about you! #TrumpIsANationalDisgrace #TrumpIsALoser #TrumpIsALiar #TrumpIsARacist #BidenHarris2020,0, 1                    
<user> Biden your a dammed idiot as the REPETITIOUS FALSE CLAIMS &amp; BLATANT LYING just convinces voters of your LACK of INTELLIGENCE/INTEGRITY including the obvious disgusting repeated ABUSIVE use of FEAR-TACTICS + blaming President Trump for the COVID-19 TRAGEDY for POLITICAL GAIN. ☆☆ <url>,1, 1                    
George Floyd's brother visits memorial at site of his death - ABC News - <url> via <user> #BLM,0, 0                    
Biden is MAD....🤬🥵😡🤬🥵😡.....poor soul,0, 1                    
<user> Your going down Biden u lying guy,1, 1                    
How many more black people have to die before this racism ends forever?  #BlackLivesMatter,0, 1                    
meritocracy or die.,0, 1                    
<user> I'm sorry to have to say this but the Chinese people have the dumbest traditions plus they lied to the American people the Coronavirus is deadlier than you think they're shooting people on the streets and murdering people in their cars the Chinese government is uncivilized,1, 1                    
<user> Who tweeted this for you? You’re a clown.  What a shame some of the American people are stupid enough to vote for you sleepy Joe.,1, 1                    
"Oh, .<user> you *really* shouldn’t be talking about other people lying, now should you? .<user> #MAGA",0, 1                    
<url>  #BlackLivesMatter   YOU WILL NOT TAKE AWAY OUR CONSTITUTIONAL RIGHTS COWARD! <user> <user>,0, 1                    
Nobody needs these losers' 'help' <url>,1, 1 
"<user> No Joe...you have a major, impeachable scandal on your hands! We will impeach you before you ever get started! Either way Joe..you lose!! You are right about one thing. America is decent as a whole. We are not Chumps or Deplorables! Vote Trump America!! <url>",0, 1                    
"working on this thread please dm if you know anyone else, we can’t keep racists in the dark it’s time to expose them for who they really are #BlackLivesMatter <url> <url>",0, 1                    
"British fashion brand Barbour, known for its wax jackets, quilted coats and country life appeal, is producing 23,000 protective gowns for medical workers battling coronavirus on the frontline <url> <url>",0, 0                    
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> Why is his mouth grinding side to side? Some kind of drug side effect?,0, 0                    
Of course it's Trump's fault. He caused the riots &amp; he's making the decisions for the govs. #DemsAreFullOfShit.      George Floyd protests: Illinois governor says Trump has been a 'miserable failure' over handling of demo... #Topbuzz <url>,1, 1                    
"GEORGE Floyd’s death goes to the heart of - respecting a person’s human rights! The right to breathe, the right to a fair trial - how can those cops enjoy what they have so callously taken away  his rights - with hands in their pockets as they knelt on his neck! <url>",0, 0                    
<user> <user> haha youra typical lefty kuk azeri turd.... and a fake muslim like obama shame on you turd #freearmenia #freepalestine,1, 1                    
"<user> <user> <user> while at the same time the host of UK Anonymous Radio was on twitter smearing Irish activists as feds and UK social media people were hanging out with the US Alt Right and reporters for Russian state media , <url>",0, 1                    
And that starts by defeating Trump Republicans like <user> people who had three years to condemn Donald Trump's embracement of white supremacists but have been silent because they want the votes of Trump's extremist supporters to get reelected.  <url>,1, 1                    
"<user> <user> <user> <user> Will be neither Sr or Jr, but definitely iist going to be jr, he doesnt have his father's talent.",0, 0                    
"<user> <user> <user> 90% of George Floyd protesters don't give a shit about George Floyd.  It's the left-wing version of ""re-open"" agitation.  Even worse, because it's violent.  Violence as entertainment for the bored.",1, 1                    
<user> <user> <user> <user> Liberals hoping coronavirus gets worse is sickening,0, 1                    
Doesn't have a kid's cancer charity he can draw from? #Elections2020,0, 0                    
WHERE ALL MY ARMY AT?!?!?! WHERE ALL THE KPOPPIES AT?!?!?!?! WHERE ALL THE LOCALS/NONKPOP AT?!?!?!?! #OpFanCam  Remember to use this in your tweet: #BlackLivesMatter  #BLACK_LIVES_MATTER <url>,0, 1                    
<user> <user> <user> <user> Trade marks and bank accounts! So boo hiss Trump? <url>,0, 0                    
😡😡😡😡😡😡😡😡😡😡😡😡 ENOUGH WITH THE FUCKING LIES!!! THERE IS NO FUCKING WAY THAT YOU CAN COVER UP HIS DEATH NOT TODAY NOT TOMORROW NOT EVER!!! ARREST EVERY SINGLE PERSON INVOLVED AND GIVE THEM THE DEATH PENALTY!!!!!,1, 1                    
<user> So sick of waking up to worry and the Trumps face.  He’s murdering people by the thousands . He needs to go,1, 1                    
<user> <user> <user> <user> They’re burning because people are sick of police killing their kin,0, 1                    
Maybe Mayor Joy Belmonte is awful in performing her duties as the Mayor of QC but no one deserves to be infected by COVID-19. Let's just hope for her to get well soon. No hate mamser,0, 0                    
"<user> <user> <user> How could you not stay awake with that aberration of humanity screaming and ranting. Trumpizoid, Il Ducebag is done! What sane American wants this maniac to be re-elected. The key word here is sane! Pathetic. You support a traitor, what does that make you?",1, 1                    
"#PatRobertson Suggests Same-Sex Marriage, Abortion Among Reasons For #COVID19. Man, I'm glad the Blasphemous Pat doesn't speak for everyone. Or dies he? I guess Pat is talking about the Old Testament God? Not the New Testament God?  <url> via  <user>",0, 1                    
<user> Keep holding that WA congressman to admit the truth. He's a weasel--a waffler. If he believes in video like the video from Minneapolis then he needs to see ALL the videos of Seattle's riots and CHAZ.,0, 1                    
"🇺🇸   This thread was the first I saw on Twitter this morning.   Feeling sad, and angry. There is so much structurally wrong in the U.S.  I just hope a new government will come to make a start to create a more fair, equal, and respectful society.    #GeorgeFloyd #mondaythoughts <url>",0, 0                    
<user> #167dot114dot178dot75 #35dot224dot180dot163  #Anonymous #WeAreLegion #OpFiveStar #WeAreFiveStar = Locked #EraseRacismFromTheWorkplace #OpOutlawScum #BlackLivesMatter⁠ ⁠ #RemoveDonaldTrumpFromTwitter #DumpThePartnerships #persistentconnection 167.114.178.75 35.224.180.163 <url>,0, 1                    
"📷 😷 #coronavirus #covid_19 #Messiah <user> warns ""God #MasterFardMuhammad has already entered the fight. The PLAGUES are Already here. And they will get worse. And as you (America) plan to kill our people (Blacks), WATCH what God... <url>",0, 1                    
<user> <user> <user> Which is still stupid. George Floyd wasn't killed because he was a criminal. He was killed for being black. As were the many murdered before him. Floyd was simply the final straw.,0, 1                    
<user> <user> <user> That doesn’t surprise me. Look at the shithole mess he has put us in. Didn’t know about letters,1, 1                    
<user> The world is laughing at Trump🤪😂,0, 1                    
I love how they sprinkled his age in there. So you can know JUST how old this grown ass man is behaving this way.,0, 1                    
Undoubtedly an avid Fox viewer.,0, 0
Over 50% of all people in prison are black. This just demonstrated how whites want to CONTROL us! #blacklivesmatter #awar,0, 1                    
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> #BlackLivesMatter #BidenHarris2020  Trump &amp; Pence will soon know if Crime should be punished.,0, 0                    
"We can't just tell you about the depths of corruption, you have to see it for yourself.  Eyes Open.",0, 0                    
So inject the virus onto others like the flu shot but masks and social distancing is still a thing gtfo,1, 1                    
"<user> Good lord, lady.  They were just following the lead of your boss.  End this insanity - vote for <user> He’ll do the job and get COVID under control.   #Biden2020",0, 0                    
I should not. I will say something and feel bad about it later.,0, 0                    
"<user> ""STUPID BASTARDS""...... was ONLY A JOKE HA? SCREW YOU &amp; YOUR NEWS MEDIA 🖕🏽 <url>",1, 1                    
"<user> <user> <user> <user> By refusing to hold Trump accountable for his crimes, we are forcing a vote to remove him.  Elevating a shitty candidate to critical for survival.",0, 1                    
<user> <user> <user> tHoSe wErE bUlliEs,0, 1                    
"<user> <user> <user> Yes, because of who &amp; what George FLOYD symbolizes!  Funny how people get angry and defensive when we are only being asked to be treated like HUMAN BEINGS!  How about you take the risk, and relieve us of your disgusting mindset!  Don’t bite the hand that fed U and yours! #RACIST <url>",0, 1                    
"Elijah Tufono, a 14 year old boy with a heart condition is brutally assaulted by a #THUG...constable BRIAN FOWELL of Rancho Cordova PD. The video is infuriating. You can find it easily enough if you need to see it. #RacismInAmerica #CNN #BlackLivesMatter #BrianFowell #Tufono <url>",0, 1                    
"<user> <user> All the lunatic libs have dogs and cats on their pages. I’m convinced they love COVID &amp; the masks because it covers their faces. Liberal women as a whole, are usually disgusting, unkempt, slovenly, fat, and smell like piss. May I suggest full burka for those who I just described",1, 1                    
<user> <user> <user> I’m wrong dude y’all are ready and willing to speed Covid a <user> have no cares get over your bullshit dude smh hope they survive Look here I e been nice now little B*tch you don’t know me or my education or the fact that I have family that teach so stfu Buffoon,1, 1                    
"This woman yells, ""You go to work, why can’t I go to work?!""  Yells this to a nurse.  And that’s just one thing that is ""special"" about everything else she was yelling.  PS - thank you all who are in the medical field; you are freakin’ rad",0, 0                    
Murder in the 1st degree!!!!,0, 1                    
so when racists attack police it’s just a ‘scuffle’. there we have it clear as day just look at the bias of british media,0, 1                    
"This is insanity.   My marriage, the hopeful election of <user> and the sale of the <user> to Steve Cohen are the only good things to come out of 2020.   <user> don’t try to be slick and invoke a vague clause to kill the sale - Cohen’s lawyers will eat you alive.",0, 0                    
<user> Why would you need more poor peoples money after the election??? You sick fvck!!!,1, 1                    
<user> <user> Let the adults handle the economy little girl,1, 1                    
He is another nut case.,1, 1                    
Wonder why you see all the videos of the Chinese spraying the streets? <url> <url>,0, 1                    
<user> If Biden knew how to fix this virus as he claims then he is guilty of murder for having  kept quiet! The man lies!,0, 1                    
<user> <user> <user> <user> Dox me. I dare you. There is the reason why the working class hates people like you who think they’re fighting for us,1, 1                    
Shocking...and I bet they blame Covid!,0, 1                    
"<user> Over 180,000 of our fellow Americans are dead and the U.S. economy is in tatters due to Trump’s gross incompetence handling #COVID19.   What’s at stake over the next 72 days?   Everything.   Organize. Register. Vote.   #LoseEverythingWithTrump <url>",0, 1                    
"<user> <user> <user> <user> Stop. George Floyd did not deserve to die, but his crime was not paying for food. He was a thief using counterfeit money. According to the reports he resisted arrest. He was twice convicted of armed assault and home invasions. Let's not pretend George Floyd was an innocent.",0, 1                    
<user> Let's hope that this trend continues! Please keep speaking out as horribly as you've been. You keep turning the country against you! Yay! #BlueWave2020 #BlackLivesMatter #PutinsPuppet #TrumpPutinMakeRussiaGreatAgain <url>,1, 1                    
""" <user> <user> I really don't understand all this """"doom and gloom"""" from Democrats. Whether you hate Trump or not, the man has accomplished a lot. <user> keeps saying Trump did nothing to combat Covid.  Biden is either ignorant or blatantly lying.""",0, 0                    
"<user> Stop calling these George Floyd protests. Those people are not protesters. They are criminal rioters, And they don’t give a damn about George Floyd.",0, 1                    
funny... kinda looks like the guy that MURDERED GEORGE FLOYD..... imo <url>,0, 1                    
<user> <user> lied about damn near everything he said.,0, 1                    
All I’m saying is niggas made a bubble for the NBA and them niggas coronavirus free...... now if we could get y’all to stay inside or wear a mask we could have society back to normal,1, 1                    
"Hey <user> , why don’t you stop lying to the Americans! You’re not even relevant anymore! <url>",0, 1                    
Cheaters gonna cheat <url>,0, 0                    
"This was towards the middle of the conversation but this is unacceptable. If you are racist and you just choose not to admit it, that’s on YOU. But don’t come at people who are schooling you on straight facts! #Blacklivesmatter <url>",0, 1                    
"These are the DeMarco’s.  Either Jim or Joe.  Franklinville, NJ.",0, 0                    
"<user> SACRIFING THE COUNTRY TO SAVE THE FEW IS IGNORANT!  SUPPORTING MASK MANDATE IS 4TH GRADE. SACRIFICE THE FEW TO SAVE THE MANY!! TRUMP KNOWS WHAT HE IS DOING. BIDEN DOES NOT!!! WAKE UP MORONS....COVID IS HERE TO STAY! THE SOONER U SHEEP SEE THAT, LIFE CAN GET BACK TO NORMAL. TRUMP!",1, 1                    
"So, this is one that is full of shit?  Well, well... his days will be numbered.",1, 1                    
<user> How about this idea ‘letting COVID stay in Assisted Living facilities’.   Negligent or Stupid???,0, 1                    
<user> <user> <user> Who the hell wants to hear what DeSantis has to say?  He is a Trump sycophant who completely bungled the Covid response in FL.,1, 1                    
<user> <user> Why do loser dems all have that look? It's like the i can't contribute to society look. So lazy and miserable. They actually reduced punishment for sex offenders.,1, 1                    
It’s because smart covid conscious people voted absentee to get your ass out of office sir 💙,0, 1                    
"<user> The corrupt media protected and misrepresented Obama, never vetted him. The Trump ""scandals"" were Democrat/media manufactured bullshit &amp; never had evidence. America knows this. <url>",0, 1                    
Ever notice how a lot of Trump supporters are ashamed to even show they face?,0, 1                    
GET OVER IT !!!!!✊🏿🙌🏿,0, 1                    
Protesting is actually important and most protestors wear masks so they are definitely less of a risk than you and your dumb fuck fake redneck friends gathering to get drunk and trigger veterans without any masks so maybe shut the fuck up,1, 1                    
they would have killed him if there were no one filming!,0, 1                    
"<user> <user> <user> <user> <user> Trumps presidency is indeed a nightmare.... for the corrupt political establishment and the communist traitors in government, academia, media and burning american streets and businesses!",0, 1                    
"This is the wildest Thursday for me.  -The KKK has threatened the city of Birmingham and is trending on Twitter -Bethesda, MD is trending on Twitter because some guy on a bike got mad about kids commemorating George Floyd on Capital Crescent Trail",0, 1                    
"George Floyd: Brother Calls for US Violence to Cease After His Death Minneapolis, Minnesota   World <url>",0, 0                    
<user> <user> <user> <user> <user> The other thing that upsets people is the complete lack of outrage from democrats when this was going on. It wreaks of hypocrisy! <url>,0, 1                    
"<user> <user> knows he’s lost, that’s why he’s so desperate to plant seeds into his dumb supporters’ heads by saying ‘Fraud’ with ZERO evidence. #TrumpCollapse",0, 1                    
"#antifa are super corrupt #POTUS #trump #blm #blacklivesmatter - wrong. #AllLivesMatter - do not divide. Stay United. It's UNITED States of America, it's United Kingdom. Stop the race war ! Stop falling for the media's lies. We aren't enemies #QAnon #QAnon2020 #Q #QanonArmy <url>",0, 1                    
<user> Stretch pants for my Covid butt,0, 0                    
"Play stupid games you win stupid prizes.  Notice the hospital DOESN’T say what he died of. Hmmmmm. Texas hospital says man, 30, died after attending 'COVID party'  <url>",0, 1                    
"<user> <user> Why do stupid uneducated A$$hats from foreign country sh itholes, always want to tell Americans how it is.. INDIA SUCKS man look around you first.",1, 1                    
<user> <user> <user> When trump strips hiding his taxes and you stop hiding who you are banging at the White House from your husband <user> who is also hiding who he is banging from you,1, 1                    
Let's get Yokozuna to put a knee on his throat.,0, 1 
they used guns😨😨,0, 1 
You are going to believe them ? The LIARS of the planet?,0, 1                    
<user> <user> <user> Is this sarcasm?,0, 0
i hate it here? ??? ?? ? ??,0, 1                    
"<user> <user> I'm not American but your asking the American people to put a man into the oval office that makes Don Corleone look like Saint Peter! Na Barry, I'd rather vote for the Don, he's got a lot less blood on his hands!",0, 1                    
"<user> <user> <user> Let's never forget, Donald J. Trump is the REFLECTION of this Republican Party NOT the CREATOR of it. #TrumpMeltdown #TrumpTaxes #TrumpCrimeFamily #KAG #MAGA #TrumpLandslideVictory2020",0, 1                    
"the language in this article is biased af. NYT makes protestors sound threatening (""looming"" above Frey, who sounds pressed and helpless) and fails to explicitly state that Minneapolis police murdered George Floyd",0, 1                    
#LoserDonald #TheCommanderInBleach has been stripped of all feeling   Richard Wolffe <url>,0, 1                    
<user> Well if you are a racist and/or a white supremacists i guess you can name one thing or two...,1, 1                    
Why was Congress unable to pass the new stimulus this week? What's the hold up? Who's trying to stuff it with pork this time? #COVID19,0, 0                    
I will never forgive the US justice system,0, 1                    
"<user> <user> <user> <user> ... we know you're lying, because you've shown you can't remember shat! Are you running for Senate? Against George? Give me a break you pandering jackass.",1, 1                    
<user> <user> <user> Absolutely. There was only one disgrace on that stage last night,0, 1                    
"It starts with, ""Fight injustice.""   It ends with, ""F**k the Jews""   (Vandalism at Beth Israel Synagogue in Los Angeles during the protests over the killing of George Floyd, May 30. PHOTO: LISA DAFTARI/THE FOREIGN DESK) <url>",1, 1                    
"Make up your frikkin' minds. You slimeball Democrats scream one day Trump has done too much, the next you say he hasn't done enough. Why not STFU and do some real work for a change. Enjoy your job while you still have it.",1, 1                    
<user> <user> RIGHTTTTTTYTT because every other country that has strong mask wearing regulations has lower Coronavirus levels and fewer deaths  Go be a trump 🐑 and inject some light or bleach🙄,1, 1                    
How stupid is it that ABC7 LA is STILL telling SoCal residents that masks don't help in regards to coronavirus...🤔🤨🧐 *DEPOPULATION*,0, 1                    
"<user> ... ""THEY’RE GOING TO KILL ME""..~ #GeorgeFloyd #GeorgeFloydProtests <url>",0, 1                    
WH Officials Furious About Trump’s Obsession with Unproven Anti-Malaria Drug for Coronavirus <url>,0, 0                    
Sounds about right.  MSM is a total disgrace,1, 1                    
"<user> <user> This tweet didn’t age well. Biden lied his ass off last night. Good for you though, holding on to the handrail while the B.S. Biden sinks to the bottom.",1, 1                    
That man was given the funeral of a celebrity. Who is this George Floyd guy? This man was a criminal yet he gets a funeral like that? How many peoples family members have died since the start of March? They weren't even allowed to have funerals. This world is just fucked...,1, 1                    
"<user> ""I got hairy legs......and I love kids jumping on my lap"" <url>",0, 1                    
"Glad I don't live there anymore,  despicable!",0, 1 
<user> <user> Joe Shenanigans Biden,0, 0                    
<user> <user> I challenge you to go to George Floyd's daughter and family and tell them to their face that he was a thug.,0, 1                    
<user> <user> <user> How despicable,0, 1 
Everything you want to know about POTUS at this moment in our nation’s history is summed up in this photograph. #WashingtonDCProtest #GeorgeFloydProtests <user>,0, 0                    
<user> <user> <user> Brainwashed by the schools!,0, 1                    
"Anyone defending Trump at this point is lost. Trump Lied... Admitted it... 230,000 are dead now. He is a proven liar by his own admission. That's enough for me and I'm pretty sure 230,000 families will agree",0, 1                    
"<user> <user> <user> In other news of apparently equal veracity, Al Davis has met with each of the Raiders this week about the George Floyd case.",0, 0                    
"<user> <user> <user> bruh, how ignorant can you be",1, 1                    
Make Humanity Great Again!   #floydgeorge #GeorgeFloydProtests,0, 1                    
<user> <user> The Biden/Harris campaign truly insults the intelligence of the American people.  We see where the violence’s coming from and it’s not white supremacy. It’s radical leftist Antifa &amp; BLM.  Make no mistake. We Americans of all colors will defend ourselves. Call us what you want.,0, 1                    
<user> You’re as corrupt as they come. <url>,1, 1                    
"Immune system and only go out for essentials but still get COVID and pass from it, it wasn’t the weak fucking immune system that killed you IT WAS THE FUCKING COVID, every damn day I want to leave this state/country. People on here tweeting the recent CDC stats like it’s a gotcha",1, 1                    
If Ajith fans lived in United States they would have supported <user> Racist Act and would Opposed Black   #BlackLivesMatter,0, 1                    
Please don't blindly trust the officers who #TakeAKnee   #GeorgeFloyd #ICantBreathe,0, 1                    
<user> Fauci LIED about the efficacy of hydroxychloroquine and now the CDC states that cloth masks don't work with smoke particles because the particles are too small to be blocked. Coronavirus particles are much smaller. How can we trust a lying CDC???,0, 1                    
Lovely. We are losing our country. <url>,0, 1                    
This is gross. One thing for sure... Coronavirus will turn us all into germaphobes.,0, 0                    
Sums up white supremacists' definition of 'law' unless its against one of their own.,0, 1                    
I believe China. 🤷‍♂️😂,0, 0                    
<user> <user> What changed your mind about this post?,0, 0
"This is fucking messed up yo, like wtf?",1, 1                    
don’t hate the playa hate the gameeee,0, 0                    
We are being lied to! Ask yourself why?  <url>,0, 1                    
There’s a man somewhere in Southie from the suberbs in a Blackdog shirt spreading COVID like it’s going out of style,0, 1                    
<user> ✊ BLM! Justice for George Floyd!,0, 0                    
He had a hunch remember? #TrumpLiedPeopleDied #TrumpSentPPEtoChina #TrumpVirusCoverup,1, 1                    
Who is this dude and where is the man that killed #GeorgeFloyd ??  WTF is happening here? <url>,0, 1                    
<user> <user> <user> <user> I'm never bothered by bullshit. It's all just bullshit. Everyone knows it's bullshit.,1, 0                    
<user> <user> <user> That is fat shaming. And I know that it is science but there was no reason to bring weight into it when I’m not even overweight. I hate trump and believe in science. What I am saying is that it isn’t that hard to wear a mask to protect other Americans.,0, 0                    
"Better still, why don't YOU come out of YOUR bunker and take back control of your city...YOU are a disgrace!",0, 1                    
Hypocrisy anyone? (Yawn)! <url>,0, 0                    
<user> Of course its political. I wear it yes cause most places ask us 2 where I live but numbers are not going down with the mask. Its teaching fear and panic I believe and its all politically driven. Biden says he will do better. No he won't. How? A USA mask mandate? Lol,0, 1                    
#TrumpKnew about #PutinBounty &amp; #Covid_19  #PutinsBounty #PutinOwnsTrump #PutinPuppet #GOPLiars #PutinsGOP  #CorruptAndComplicitGOP #GodBlessAmerica #TrumpLiesAmericansDie,0, 1                    
Awful awful awful. #Republicans should condemn these actions. Human life should NOT be politicized.,0, 0                    
<user> Those deceitful <user> campaign ads! It’s simple math which the Biden camp seems missing! <user> is BAD FOR AMERICA! #Trump2020 #KAG #4MoreYears #ChinaJoeBiden #CrookedJoe #LyingJoeBiden #LockHimUp,0, 1                    
[Showbiz Korea] Gang Dong-won's anonymous donation wins hearts 🎁  #GangDongwon #강동원 <url>,0, 0                    
"<user> <user> I will vote for the #AmericaFirst president and straight red down the ticket, not the corrupt #Pedophile <user> who already has sold out America for his own self worth #BidenCrimeFamiIy #TonyBobulinski #LaptopFromHell #FactsMatter take a listen  <url>",1, 1                    
<user> <user> <user> <user> <user> <user> Thank you! 💙💙💙,0, 0                    
"Man, fuck his ""clarification"". He said what he said! And we heard him loud and clear.",1, 1                    
The COVID LUNATIC just gave middle America a giant middle finger just when he needs their votes the most. He looks like he is trying to lose on purpose.,1, 1                    
"<user> You refused to disavow Antifa calling it an ""idea"". White supremacists aren't rioting and looting and burning cities to ground. You lied through the entire debate. #FactCheck",1, 1                    
"<user> <user> come on, cut the shit....Democrats wanted to include a bunch of unrelated shit in what was supposed to be a COVID bill and Republicans didn't want to go along with it.  Hate Trump all you want, but there's no reason to lie here.",1, 0                    
<user> Here you go LYING JOE... <url>,1, 1                    
<user> <user> <user> Hey <user> you are a social degenerate and a plauge on free speech everywhere <url>,1, 1                    
<user> defending his son over drug addiction - full marks   <user> defending his son over receiving large sum of money from China &amp; Russia undermining American interests - zero marks   #PresidentialDebate #Debate2020 #Debates2020 #Debates,0, 1                    
Good on the protestors for stopping this looter! I am so irritated with people pretending to be black allies when they are just there to cause trouble for their own gain and blame it on the black community! It's sickening,0, 1                    
'I struck a nerve': the US comedian whose rant against Covid-19 bailouts went viral <url>,0, 0                    
